requirement_id,outcome,release_slice,work_item,design_ref,code_ref,test_ref,harness_gate,evidence_ref,status,owner
"FR-068","身份、替班与设备会话: 系统必须支持自营/外协司机、临时替班、一人多角色和值班代理；设备会话只绑定当前有效身份和任务，换人/换车时轻量重新认证并保留前后责任边界。","V1-B","US-068","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-143;TEST-144;TEST-145","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_G7_SANDBOX_AND_APPROVAL","Product + Engineering + QA"
"FR-069","混合资产目录: 系统必须分别管理车辆、挂车、非动力资产、车载设备和传感器，支持组织、标签、外部 ID、当前关系、历史关系和使用状态；不得用单一“车辆类型”字段承载不同资产生命周期。","V1-B","US-069","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-070","车辆运营总览: 车队长和车务人员必须能按组织、班次、可用性、位置新鲜度、健康、检查、维护、证照和任务占用筛选车辆；每辆车必须展示当前运输、下一占用、阻塞原因和明确下一动作。","V1-B","US-069","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-071","车辆检查与缺陷: Driver Companion 和车务工作面必须支持班前、班后和专项检查，记录检查表版本、设备会话、里程/工时、图片、缺陷和司机声明；缺陷必须进入 待判断/限制运行/已转工单/已解决 状态，不得只作为附件归档。","V1-B","US-070","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-072","车辆健康与派车门禁: 系统必须聚合故障码、检查缺陷、维护逾期、证照资格、安全限制和人工停驶，形成带来源、严重度和有效期的车辆可用性投影；派车前必须重新校验，警告与硬阻塞分开显示。","V1-B","US-070","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-073","保养计划与提醒: 系统必须支持按时间、里程、发动机工时或其组合建立保养计划和提前阈值；提醒可批量分派、暂缓和转工单，暂缓必须记录理由、责任人和新的到期条件。","V1-B","US-071","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-074","维修工单生命周期: 车务人员必须能从车辆、缺陷、故障或保养提醒创建维修工单，维护 待审批/已排程/维修中/待验收/已完成/取消 状态，并记录问题、原因、措施、服务任务、计划/实际时间、附件和停机影响。","V1-B","US-071","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-075","维修资源与成本: 维修工单必须支持配件、库存地点、领用/退回、技师、人工工时、供应商、报价、保修和费用行；完工后成本进入车辆服务历史和经营语义层，不得覆盖来源票据。","V1-B","US-071","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-076","完工放行与运力重算: 维修完成必须经过验收和可行驶确认，自动解决关联缺陷/提醒、重算下次保养、更新车辆可用性，并列出受影响班次和运输段；解除停驶属于受审计动作，高风险停驶/放行按 R3 复核。","V1-B","US-072","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-077","安全辅导与改善: 系统必须将驾驶行为、视频、风险评分、历史干预、培训和复发情况组成司机安全档案；安全案件可生成辅导/培训任务，完成后跟踪确认、复发和改善结果，不以单次关闭替代效果验证。","V1-B","US-073","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-078","油能运营: 系统必须按车辆、司机、运输段和时间展示油耗/电耗、怠速、加油/充电、里程和单位能耗，区分 G7/设备事实、卡交易、人工录入和推算值，并标注缺口与置信度。","V1-B","US-074","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-079","油能与支出异常: 系统必须识别位置与交易不一致、油箱变化与加油量不一致、异常频次、非任务时段消费和重复交易，将结果转为可调查案件；系统不得仅凭模型判断直接认定舞弊或冻结司机。","V1-B","US-074","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-080","利用率与全生命周期成本: 系统必须按车辆、车型、组织和线路计算利用率、空驶、停机、维修、油能、保险/证照和折旧等成本，显示口径、缺失数据和不可分摊项，并可下钻到订单、工单和原始凭证。","V1-B","US-074","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-081","跨域影响传播: 车辆被锁定、限制运行、停驶、进入维修或恢复可用时，系统必须重新计算关联派车、在途运输、未来班次、客户承诺和替代资源，生成有责任人和最晚处理时间的影响工作。","V1-B","US-072","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"FR-082","车辆运营智能能力: 系统必须提供车辆就绪检查、缺陷分诊、维修诊断、油能审计、安全调查和利用率分析等对象化智能能力；这些能力复用 AgentThread、Context Pack、Tool Registry、R0-R3 审批和写后回读，不得建立绕过业务服务的第二套 AI 写入通道。","V1-C","US-074","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/EXPERIENCE.md;_bmad-output/planning-artifacts/ux-designs/ux-fleet-office-2026-08-20/DESIGN.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","MISSING_EXISTING_TEST_ID","Product + Design + Build + Acceptance","g7-capability-matrix.csv;g7-gap-decisions.md;evidence/g7-public-api-catalog.json","BLOCKED_TEST_CONTRACT_MISSING","Product + Engineering + QA"
"NFR-001","性能与新鲜度: 在正常依赖条件下，“今天”首次可用内容 p95 不超过 2 秒，命令搜索 p95 不超过 500 毫秒；事件 Feed 从 G7 可见到工作流可见的目标 p95 不超过 60 秒。上述目标需在真实租户数据量压测后校准。","Foundation 0","US-003;US-004","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-007;TEST-008;TEST-009;TEST-010;TEST-011;TEST-012","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-002","可用性与降级: 核心办公读写月可用性目标 99.9%；G7 暂时不可用不得阻断本地任务查看与处置记录，系统必须显示最后同步时间和影响范围。","Foundation 0","US-003;US-008","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-007;TEST-008;TEST-009;TEST-021;TEST-022;TEST-023","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-003","安全与隐私: G7 access key、签名材料及租户代码只在服务端使用；传输与静态数据加密；默认最小权限；位置、身份和媒体支持脱敏；日志不得记录密钥或完整敏感字段。","Foundation 0","US-001;US-012","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-001;TEST-002;TEST-003;TEST-032;TEST-033;TEST-034","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-004","一致性与幂等: 外部接入采用至少一次处理，使用租户、来源、外部 ID/游标/请求 ID 组合去重；同一命令重试不得产生重复任务或重复绑定。","Foundation 0","US-002;US-006;US-009;US-023","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-004;TEST-005;TEST-006;TEST-015;TEST-016;TEST-017;TEST-024;TEST-025;TEST-026;TEST-062;TEST-063","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-005","可观测性: 每次用户动作到 G7 请求必须可通过 request ID/trace ID 关联；监控外部请求成功率、延迟、限流、游标滞后、死信、事实新鲜度和任务同步积压。","Foundation 0","US-001;US-008;US-009;US-016;US-023","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-001;TEST-002;TEST-003;TEST-021;TEST-022;TEST-023;TEST-024;TEST-025;TEST-026;TEST-043;TEST-044;TEST-045;TEST-062;TEST-063","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-006","可访问性与兼容性: 核心流程达到 WCAG 2.2 AA 可操作基线；完整键盘导航、可见焦点、非颜色唯一编码、屏幕阅读器名称；支持当前及前一主版本 Chrome/Edge，1440px 桌面为主，1024px 平板可用。","Foundation 0","US-004","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-010;TEST-011;TEST-012","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-007","数据生命周期: 租户可配置业务任务和审计留存期，但法定/合同要求优先；删除采用可恢复软删除与审批，外部事实的删除请求必须记录执行结果；导出与删除均可追踪。","Foundation 0","US-001;US-012;US-015;US-016","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-001;TEST-002;TEST-003;TEST-032;TEST-033;TEST-034;TEST-040;TEST-041;TEST-042;TEST-043;TEST-044;TEST-045","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-008","容量与配额: 每租户必须有查询并发、历史窗口、导出规模和媒体访问配额；接近限制时提前提示，超过限制时返回可行动的错误，不通过无限重试放大 G7 压力。","Foundation 0","US-015;US-016","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-040;TEST-041;TEST-042;TEST-043;TEST-044;TEST-045","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-009","Agent 安全与边界: 模型上下文必须经过租户/组织/标签权限过滤和敏感字段脱敏；工具白名单、网络范围、写入范围与审批策略独立配置；R2/R3 未批准执行数为 0，所有拒绝和越权尝试可审计。","V1-C / release gate","US-017;US-019;US-021","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-046;TEST-047;TEST-048;TEST-052;TEST-053;TEST-054;TEST-057;TEST-058;TEST-059","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
"NFR-010","Agent 可验证性: Agent 输出的事实引用覆盖率必须为 100%；每个建议必须区分事实、推断和未知，并能回放来源、版本、时间、新鲜度、工具输入摘要和写后回读。不得把隐藏思维链作为用户界面或审计材料。","V1-C / release gate","US-018;US-022;US-023;US-024","_bmad-output/planning-artifacts/prds/prd-fleet-office-2026-08-20/prd.md;_bmad-output/planning-artifacts/architecture/architecture-fleet-office-2026-08-20/architecture.md","NOT_STARTED_PRODUCT_DESIGN_GATES_BLOCKED","TEST-049;TEST-050;TEST-051;TEST-060;TEST-061;TEST-062;TEST-063;TEST-064;TEST-065","Build + Security + Acceptance + Release","traceability.csv;release-plan.md","BLOCKED_IMPLEMENTATION_AND_MEASURED_EVIDENCE","Engineering + SRE + Security + QA"
